Date;Time;Code;Object;Area;Status;Comment;CO2abs;dCO2ZP;dCO2MP;H2Oabs;dH2OZP;dH2OMP;Flow;Pamb;Aux1;Aux2;Tcuv;Tleaf;Tamb;Ttop;PARtop;PARbot;PARamb;Imp;rh;E;VPD;GH2O;A;ci;ca;wa
yyyy-mm-dd;hh:mm:ss;string;No;cm2;string;;ppm;ppm;ppm;ppm;ppm;ppm;µmol/s;kPa;mV;mV;°C;°C;°C;°C;µmol m-2 s-1;µmol m-2 s-1;µmol m-2 s-1;steps;%;mmol m-2 s-1;Pa/kPa;mmol m-2 s-1;µmol m-2 s-1;ppm;ppm;ppm
2019-11-04;13:02:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0969;0.4387669;-1.18072;15997.01;-115.8096;332.5038;749.56;97.314;295;429;21.98;21.94;20.80;21.97;123.2;0.2;138.5;7;60.62;2.021636;10.85119;186.3055;6.377274;338.8403;398.48;16445.3
2019-11-04;13:02:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1746;0.4387669;-1.190741;15992.27;-115.8096;332.9884;749.48;97.314;295;429;21.97;21.92;20.84;21.96;123.0;0.5;138.2;7;60.65;2.023596;10.82159;186.9962;6.420025;338.7679;398.55;16441.1
2019-11-04;13:02:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2168;0.4387669;-1.219395;15992.45;-115.8096;334.7599;749.62;97.318;295;429;21.98;21.94;20.86;21.98;123.3;0.3;138.3;7;60.62;2.031967;10.85239;187.2369;6.545117;337.795;398.56;16443.0
2019-11-04;13:02:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1966;0.4387669;-1.231416;15992.37;-115.8096;336.3005;749.56;97.320;295;429;21.98;21.94;20.90;21.97;123.2;0.8;138.4;7;60.63;2.038755;10.85033;187.8979;6.595201;337.5446;398.53;16444.5
2019-11-04;13:03:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1847;0.4387669;-1.15807;15989.7;-115.8096;336.6669;749.55;97.312;295;429;21.98;21.94;20.94;21.96;123.3;0.8;138.4;7;60.61;2.040375;10.85496;187.967;6.269029;340.3051;398.59;16442.2
2019-11-04;13:03:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1484;0.4387669;-1.142713;15993.57;-115.8096;338.7549;749.60;97.310;295;429;21.98;21.93;20.97;21.98;123.2;0.5;138.4;7;60.63;2.04994;10.83251;189.2397;6.197614;341.2291;398.57;16448.1
2019-11-04;13:03:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2504;0.4387669;-1.182257;15994.94;-115.8096;337.8131;749.48;97.310;295;429;21.98;21.94;20.97;21.98;123.3;0.0;138.5;7;60.63;2.045366;10.84904;188.5297;6.373561;339.6441;398.63;16448.6
2019-11-04;13:03:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2628;0.4387669;-1.161704;15991.88;-115.8096;341.1793;749.57;97.310;295;428;21.98;21.95;20.96;21.98;123.3;0.3;138.4;7;60.63;2.060792;10.8657;189.6602;6.277053;340.763;398.66;16448.9
2019-11-04;13:03:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0942;0.4387669;-1.166197;15995.94;-115.8096;340.9671;749.57;97.310;295;428;21.98;21.96;20.94;21.99;123.0;0.5;138.0;7;60.65;2.059843;10.87878;189.3451;6.29771;340.3344;398.49;16452.7
2019-11-04;13:03:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0758;0.4387669;-1.138907;15992.75;-115.8096;340.8946;749.72;97.310;295;428;21.99;21.95;20.96;21.99;123.2;0.8;138.4;7;60.60;2.059922;10.86511;189.5905;6.178018;341.3952;398.50;16449.5
2019-11-04;13:04:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1235;0.4387669;-1.183271;15983.25;-115.8096;342.199;749.52;97.314;295;428;21.99;21.94;20.99;21.99;123.3;0.2;138.4;7;60.57;2.065237;10.85532;190.2511;6.37079;340.0084;398.50;16441.3
2019-11-04;13:04:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1567;0.4387669;-1.184803;15976.87;-115.8096;343.3526;749.70;97.310;295;428;21.99;21.96;21.01;21.98;123.2;0.5;138.3;7;60.55;2.070925;10.89574;190.0674;6.376984;339.9144;398.53;16436.0
2019-11-04;13:04:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2244;0.4387669;-1.200073;15975.91;-115.8096;341.6628;749.65;97.312;295;428;21.99;21.95;21.01;21.98;123.0;0.3;138.2;7;60.54;2.06316;10.88088;189.6134;6.447209;339.2847;398.59;16433.4
2019-11-04;13:04:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1715;0.4387669;-1.186656;15971.53;-115.8096;340.7204;749.49;97.310;295;428;22.00;21.96;21.00;21.97;123.2;0.5;138.1;7;60.48;2.05846;10.90384;188.7829;6.388111;339.4851;398.55;16428.1
2019-11-04;13:04:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2077;0.4387669;-1.184496;15976.42;-115.8096;340.9188;749.59;97.318;295;428;21.99;21.95;21.01;21.99;123.2;0.7;138.2;7;60.55;2.059639;10.8794;189.3156;6.378961;339.7506;398.58;16433.2
2019-11-04;13:04:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1613;0.4387669;-1.157549;15985.71;-115.8096;337.6697;749.53;97.316;295;428;21.99;21.94;21.03;21.98;123.3;0.5;138.3;7;60.57;2.044837;10.85685;188.3452;6.264813;340.4128;398.56;16439.2
2019-11-04;13:05:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2027;0.4387669;-1.17223;15982.8;-115.8096;335.9238;749.61;97.314;295;429;21.99;21.95;21.05;21.99;123.2;0.5;138.2;7;60.55;2.037171;10.87913;187.2549;6.33368;339.5611;398.59;16434.5
2019-11-04;13:05:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2201;0.4387669;-1.165254;15982.66;-115.8096;338.3669;749.55;97.312;295;428;21.99;21.94;21.07;21.98;123.2;0.5;138.3;7;60.55;2.04803;10.86039;188.5779;6.297779;340.2628;398.62;16436.8
2019-11-04;13:05:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2091;0.4387669;-1.161158;15980.06;-115.8096;340.4835;749.63;97.316;295;428;21.99;21.97;21.10;21.99;123.2;0.5;138.3;7;60.56;2.057793;10.91069;188.6034;6.276498;340.4058;398.61;16436.4
2019-11-04;13:05:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2608;0.4387669;-1.170712;15982.72;-115.8096;338.3125;749.64;97.314;295;429;22.00;21.96;21.11;22.00;123.0;0.5;138.2;7;60.52;2.048031;10.89377;188.0002;6.322782;339.9088;398.65;16436.8
2019-11-04;13:05:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2377;0.4387669;-1.16059;15988.69;-115.8096;335.6701;749.46;97.316;295;429;22.00;21.95;21.10;22.00;123.3;0.3;138.4;7;60.53;2.035632;10.87283;187.2219;6.281143;340.0387;398.64;16440.2
2019-11-04;13:05:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2043;0.4387669;-1.148041;15991.13;-115.8096;338.0311;749.53;97.316;295;429;22.00;21.96;21.02;21.99;123.0;1.0;138.1;7;60.55;2.046478;10.88493;188.0102;6.221867;340.7174;398.62;16445.0
2019-11-04;13:06:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.132;0.4387669;-1.1724;15992.32;-115.8096;335.0711;749.68;97.318;295;428;22.00;21.96;20.94;21.99;123.3;0.5;138.4;7;60.55;2.033534;10.88616;186.7999;6.336694;339.3358;398.52;16443.2
2019-11-04;13:06:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1205;0.4387669;-1.125153;15993.95;-115.8096;332.791;749.53;97.322;295;429;21.99;21.96;20.89;21.97;123.3;0.3;138.4;7;60.58;2.022844;10.88568;185.8262;6.129899;340.8219;398.56;16442.6
2019-11-04;13:06:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1561;0.4387669;-1.137695;15996.26;-115.8096;330.0266;749.59;97.320;295;428;21.99;21.94;20.87;21.97;123.2;0.7;138.3;7;60.58;2.010539;10.85276;185.256;6.190948;340.1936;398.58;16442.1
2019-11-04;13:06:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2379;0.4387669;-1.140655;15997.39;-115.8096;328.6211;749.54;97.322;295;428;21.99;21.94;20.85;21.98;123.2;0.2;138.2;7;60.58;2.004066;10.85247;184.6646;6.206028;339.9805;398.66;16441.8
2019-11-04;13:06:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2167;0.4387669;-1.124779;15995.03;-115.8096;328.8073;749.49;97.314;295;428;21.99;21.95;20.80;21.97;123.3;0.3;138.4;7;60.57;2.004768;10.87394;184.3645;6.134894;340.4706;398.65;16439.7
2019-11-04;13:06:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2822;0.4387669;-1.141477;16007.03;-115.8096;329.5309;749.60;97.320;295;429;21.99;21.94;20.75;21.97;123.3;0.3;138.1;7;60.62;2.008351;10.84231;185.2328;6.208447;340.1649;398.70;16452.4
2019-11-04;13:07:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1881;0.4387669;-1.121246;16013.2;-115.8096;328.3485;749.53;97.320;295;429;21.98;21.94;20.73;21.97;123.3;0.7;138.5;7;60.67;2.002842;10.83724;184.8111;6.120403;340.7176;398.63;16457.4
2019-11-04;13:07:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0873;0.4387669;-1.137729;16012.29;-115.8096;328.1418;749.54;97.316;295;429;21.99;21.95;20.75;21.97;123.3;1.2;138.3;7;60.63;2.001934;10.85649;184.3997;6.194201;339.8553;398.51;16456.2
2019-11-04;13:07:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0871;0.4387669;-1.146347;16012.03;-115.8096;330.3942;749.47;97.316;295;429;21.97;21.93;20.77;21.97;123.0;0.7;138.1;7;60.71;2.011907;10.82052;185.9344;6.227813;340.0152;398.50;16458.2
2019-11-04;13:07:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0461;0.4387669;-1.149515;16012.9;-115.8096;329.7231;749.53;97.316;295;429;21.98;21.93;20.80;21.96;123.3;1.2;138.2;7;60.67;2.009043;10.82032;185.6731;6.243648;339.7711;398.46;16458.4
2019-11-04;13:07:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0938;0.4387669;-1.146945;16009.63;-115.8096;331.5495;749.62;97.318;295;429;21.97;21.92;20.83;21.97;123.2;1.0;138.2;7;60.71;2.017518;10.80426;186.7335;6.229616;340.2411;398.51;16457.0
2019-11-04;13:07:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2326;0.4387669;-1.1626;16011.81;-115.8096;332.5333;749.55;97.320;295;428;21.98;21.95;20.88;21.99;123.0;0.7;138.2;7;60.68;2.021772;10.85137;186.3149;6.296454;339.6613;398.63;16460.2
2019-11-04;13:08:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1185;0.4387669;-1.168898;16005.1;-115.8096;335.9265;749.62;97.320;295;428;21.97;21.93;20.93;21.98;123.3;0.7;138.4;7;60.71;2.037257;10.8208;188.2723;6.319125;339.918;398.51;16456.8
2019-11-04;13:08:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1127;0.4387669;-1.156061;15999.62;-115.8096;339.8528;749.53;97.318;295;428;21.98;21.93;20.97;21.98;123.2;0.5;138.3;7;60.66;2.054714;10.82295;189.8479;6.254359;340.8853;398.52;16455.3
2019-11-04;13:08:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1915;0.4387669;-1.130982;15993.88;-115.8096;340.5311;749.69;97.318;294;428;21.97;21.93;20.97;21.98;123.2;0.5;138.3;7;60.68;2.058201;10.8281;190.0796;6.143022;341.9489;398.62;16450.2
2019-11-04;13:08:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.279;0.4387669;-1.105216;15989.12;-115.8096;340.5066;749.54;97.320;294;428;21.98;21.94;20.97;21.98;123.3;0.2;138.3;7;60.63;2.057669;10.84936;189.6581;6.027318;342.8873;398.74;16445.4
2019-11-04;13:08:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.3407;0.4387669;-1.154826;15992.94;-115.8096;342.7301;749.54;97.320;294;428;21.98;21.95;20.98;22.00;122.8;0.0;138.2;7;60.65;2.067708;10.86019;190.3934;6.243321;341.3258;398.75;16451.5
2019-11-04;13:08:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.194;0.4387669;-1.151923;15985.11;-115.8096;339.9461;749.54;97.320;294;428;21.99;21.95;21.01;22.00;123.2;0.3;138.3;7;60.57;2.055132;10.87098;189.0475;6.235769;340.8728;398.60;16440.9
2019-11-04;13:09:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1203;0.4387669;-1.118617;15973.56;-115.8096;338.8866;749.52;97.318;295;428;21.98;21.94;21.01;21.98;123.2;0.3;138.4;7;60.56;2.050273;10.8674;188.6628;6.089887;341.9276;398.56;16428.3
2019-11-04;13:09:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0464;0.4387669;-1.182164;15980.81;-115.8096;337.394;749.54;97.318;294;428;21.99;21.95;20.98;21.98;123.2;0.8;138.5;7;60.55;2.04361;10.87852;187.8573;6.374832;339.233;398.43;16434.0
2019-11-04;13:09:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0238;0.4387669;-1.196878;15981.2;-115.8096;332.9272;749.57;97.320;294;428;21.99;21.96;20.91;21.98;123.2;0.3;138.2;7;60.53;2.02354;10.89907;185.6617;6.448459;337.9478;398.39;16429.9
2019-11-04;13:09:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9906;0.4387669;-1.143705;15984.54;-115.8096;331.999;749.54;97.320;294;428;21.98;21.94;20.84;21.98;123.0;0.7;138.2;7;60.58;2.019279;10.86267;185.8916;6.213996;340.0057;398.41;16432.4
2019-11-04;13:09:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0375;0.4387669;-1.169549;15979.26;-115.8096;334.2841;749.57;97.320;294;428;21.98;21.94;20.83;21.98;123.0;0.8;138.1;7;60.57;2.029658;10.86571;186.7948;6.324728;339.3567;398.43;16429.4
2019-11-04;13:09:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.101;0.4387669;-1.179547;15981.35;-115.8096;329.5473;749.63;97.318;295;428;21.98;21.94;20.85;21.97;123.5;0.7;138.4;7;60.56;2.008453;10.86897;184.7878;6.377995;338.3892;398.48;16426.7
2019-11-04;13:10:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0975;0.4387669;-1.190042;15987.92;-115.8096;329.5865;749.75;97.320;295;429;21.98;21.94;20.84;21.98;123.3;1.2;138.5;7;60.58;2.008965;10.86168;184.9589;6.42552;338.0355;398.47;16433.3
2019-11-04;13:10:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1641;0.4387669;-1.211557;15995.09;-115.8096;326.7955;749.56;97.318;295;428;21.97;21.94;20.82;21.97;123.2;0.5;138.1;7;60.64;1.995879;10.8578;183.8198;6.524248;336.9131;398.51;16437.7
2019-11-04;13:10:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2056;0.4387669;-1.15801;15994.46;-115.8096;328.291;749.61;97.318;295;428;21.97;21.92;20.78;21.96;123.0;0.3;138.3;7;60.64;2.002758;10.823;185.0465;6.284284;339.4013;398.61;16438.6
2019-11-04;13:10:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1981;0.4387669;-1.167955;16002.21;-115.8096;325.5796;749.57;97.318;295;428;21.97;21.92;20.75;21.98;123.3;0.3;138.3;7;60.66;1.990435;10.81787;183.995;6.332967;338.675;398.59;16443.6
2019-11-04;13:10:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2475;0.4387669;-1.17957;16004.72;-115.8096;325.2646;749.59;97.320;295;428;21.97;21.95;20.76;21.97;123.3;0.7;138.4;7;60.67;1.989072;10.86597;183.0551;6.385139;337.9727;398.63;16445.8
2019-11-04;13:10:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2153;0.4387669;-1.172391;16007.41;-115.8096;327.8862;749.62;97.320;294;428;21.96;21.91;20.75;21.96;123.3;0.0;138.5;7;60.72;2.000985;10.79273;185.4012;6.348894;338.9701;398.60;16451.1
2019-11-04;13:11:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1943;0.4387669;-1.198591;16004.86;-115.8096;329.1085;749.54;97.318;294;428;21.96;21.92;20.78;21.96;123.3;0.3;138.4;7;60.72;2.00628;10.81159;185.5675;6.462301;338.0221;398.56;16449.8
2019-11-04;13:11:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1899;0.4387669;-1.174902;16004.56;-115.8096;330.4673;749.50;97.318;294;428;21.97;21.93;20.82;21.97;123.3;0.2;138.7;7;60.68;2.012302;10.82747;185.8515;6.354414;339.013;398.58;16450.8
2019-11-04;13:11:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2216;0.4387669;-1.162422;16004.4;-115.8096;331.7007;749.62;97.318;294;428;21.97;21.93;20.87;21.97;123.3;0.7;138.3;7;60.69;2.018189;10.82638;186.414;6.297777;339.6826;398.62;16451.9
2019-11-04;13:11:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1432;0.4387669;-1.15275;15998.89;-115.8096;333.434;749.69;97.320;294;428;21.97;21.93;20.93;21.97;123.3;0.3;138.3;7;60.68;2.026187;10.82965;187.0963;6.252488;340.1769;398.55;16448.1
2019-11-04;13:11:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2343;0.4387669;-1.120575;15991.47;-115.8096;334.658;749.55;97.320;294;427;21.97;21.93;20.96;21.97;123.3;1.0;138.5;7;60.65;2.031316;10.83595;187.4608;6.106159;341.6092;398.68;16441.9
2019-11-04;13:11:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2085;0.4387669;-1.185462;15987.49;-115.8096;336.2825;749.45;97.320;294;428;21.97;21.93;20.99;21.98;123.0;0.2;138.4;7;60.64;2.038364;10.83834;188.0697;6.390379;339.3348;398.58;16439.6
2019-11-04;13:12:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.162;0.4387669;-1.151397;15987.59;-115.8096;337.0685;749.60;97.318;294;428;21.96;21.93;21.04;21.98;123.5;0.8;138.3;7;60.68;2.042319;10.83802;188.4403;6.239169;340.6699;398.57;16440.5
2019-11-04;13:12:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0313;0.4387669;-1.151754;15984.36;-115.8096;338.6575;749.47;97.320;294;428;21.98;21.94;21.06;21.98;123.2;0.2;138.5;7;60.60;2.049126;10.85608;188.7538;6.237082;340.6339;398.44;16438.8
2019-11-04;13:12:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9326;0.4387669;-1.087486;15982.17;-115.8096;337.7925;749.59;97.320;294;428;21.99;21.96;21.04;21.98;123.0;0.2;138.4;7;60.56;2.045547;10.89314;187.783;5.954643;342.6455;398.41;16435.8
2019-11-04;13:12:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.8643;0.4387669;-1.110129;15978.81;-115.8096;339.014;749.55;97.318;294;428;21.98;21.95;20.97;21.99;123.2;0.7;138.2;7;60.58;2.050941;10.87891;188.5246;6.052743;341.9532;398.32;16433.6
2019-11-04;13:12:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.8729;0.4387669;-1.120535;15976.3;-115.8096;338.4624;749.55;97.316;294;428;21.99;21.95;20.93;21.99;123.2;0.7;138.6;7;60.53;2.048447;10.88259;188.2316;6.099909;341.4764;398.31;16430.6
2019-11-04;13:12:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9332;0.4387669;-1.164016;15983.36;-115.8096;333.5092;749.70;97.318;294;428;21.98;21.94;20.84;21.97;123.3;0.3;138.2;7;60.58;2.026522;10.8629;186.5544;6.302872;339.3737;398.33;16432.7
2019-11-04;13:13:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9564;0.4387669;-1.190238;15988.06;-115.8096;327.6018;749.52;97.318;294;428;21.98;21.94;20.75;21.97;123.0;0.3;138.3;7;60.58;1.999396;10.86413;184.0365;6.428266;337.6039;398.33;16431.5
2019-11-04;13:13:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9985;0.4387669;-1.154745;15982.66;-115.8096;327.7576;749.58;97.320;294;428;21.98;21.94;20.66;21.98;123.3;0.5;138.4;7;60.56;2.000248;10.86889;184.0342;6.270939;338.9918;398.40;16426.2
2019-11-04;13:13:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0851;0.4387669;-1.132275;15979.91;-115.8096;324.8947;749.47;97.320;294;428;21.97;21.93;20.61;21.96;123.3;0.3;138.3;7;60.57;1.987034;10.85763;183.0081;6.175299;339.6193;398.51;16420.6
2019-11-04;13:13:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0771;0.4387669;-1.161775;15980.02;-115.8096;322.2557;749.53;97.320;294;427;21.97;21.92;20.63;21.95;123.2;0.5;138.2;7;60.56;1.975289;10.84325;182.1677;6.311432;338.2012;398.48;16418.1
2019-11-04;13:13:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0993;0.4387669;-1.149957;15989.07;-115.8096;320.9632;749.47;97.320;294;427;21.97;21.93;20.66;21.96;123.2;0.5;138.4;7;60.59;1.969319;10.85231;181.4653;6.260774;338.4499;398.51;16425.8
2019-11-04;13:13:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2485;0.4387669;-1.18645;15987.76;-115.8096;323.139;749.54;97.320;294;428;21.96;21.92;20.71;21.97;123.2;0.5;138.3;7;60.63;1.979316;10.83448;182.6868;6.419082;337.5845;398.62;16426.7
2019-11-04;13:14:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.295;0.4387669;-1.219356;15996.93;-115.8096;323.5735;749.58;97.324;294;428;21.97;21.91;20.76;21.96;123.2;0.7;138.2;7;60.63;1.9814;10.80663;183.3504;6.564547;336.5895;398.64;16436.3
2019-11-04;13:14:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1024;0.4387669;-1.178977;15995.95;-115.8096;324.8788;749.59;97.320;294;428;21.96;21.93;20.82;21.96;123.3;0.0;138.5;7;60.67;1.987314;10.84134;183.3089;6.383507;337.9277;398.48;16436.6
2019-11-04;13:14:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0757;0.4387669;-1.18428;16000.58;-115.8096;325.4515;749.61;97.320;294;428;21.96;21.93;20.88;21.97;123.2;0.5;138.2;7;60.69;1.98996;10.83605;183.6425;6.406226;337.8077;398.45;16441.8
2019-11-04;13:14:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.8871;0.4387669;-1.115957;16000.48;-115.8096;329.3492;749.61;97.320;294;428;21.96;21.94;20.93;21.97;123.2;0.3;138.2;7;60.70;2.007545;10.84915;185.0416;6.096409;340.6802;398.33;16445.6
2019-11-04;13:14:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.8358;0.4387669;-1.149296;15996.77;-115.8096;332.9481;749.59;97.322;294;428;21.96;21.93;20.98;21.98;123.2;0.2;138.4;7;60.70;2.023721;10.83173;186.8326;6.237817;339.9293;398.25;16445.5
2019-11-04;13:14:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.8928;0.4387669;-1.135494;15995.38;-115.8096;336.974;749.63;97.324;294;428;21.97;21.95;21.03;21.98;123.0;0.3;138.2;7;60.68;2.04199;10.86242;187.9867;6.169552;340.8594;398.32;16448.2
2019-11-04;13:15:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9791;0.4387669;-1.147176;15988.63;-115.8096;336.4879;749.65;97.322;294;427;21.98;21.94;21.07;21.99;123.2;0.8;138.5;7;60.61;2.039838;10.85337;187.945;6.222273;340.4882;398.39;16440.9
2019-11-04;13:15:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.0225;0.4387669;-1.160311;15977.97;-115.8096;338.5569;749.68;97.322;294;428;21.99;21.97;21.08;21.98;123.2;0.8;138.4;7;60.54;2.049232;10.91306;187.7781;6.277016;339.9871;398.42;16432.3
2019-11-04;13:15:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.1537;0.4387669;-1.180126;15976.53;-115.8096;338.96;749.62;97.322;294;427;21.98;21.95;21.04;21.99;123.3;0.5;138.4;7;60.58;2.050884;10.88014;188.498;6.363456;339.6022;398.53;16431.3
2019-11-04;13:15:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2172;0.4387669;-1.167901;15977.25;-115.8096;336.764;749.66;97.324;294;427;21.99;21.96;20.97;21.98;123.2;0.8;138.4;7;60.54;2.041087;10.89804;187.2893;6.313353;339.7474;398.61;16429.8
2019-11-04;13:15:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2191;0.4387669;-1.162642;15974.48;-115.8096;335.8429;749.71;97.324;294;427;21.98;21.94;20.86;21.98;123.5;0.5;138.5;7;60.56;2.037061;10.86784;187.4393;6.292083;339.9918;398.62;16426.1
2019-11-04;13:15:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.3158;0.4387669;-1.194608;15982.67;-115.8096;328.2308;749.64;97.322;294;427;21.99;21.95;20.75;21.97;123.2;0.8;138.3;7;60.52;2.002543;10.8848;183.976;6.446852;337.7623;398.68;16426.7
2019-11-04;13:16:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.309;0.4387669;-1.160313;15987.67;-115.8096;328.0324;749.55;97.328;294;427;21.98;21.95;20.65;21.97;123.2;0.7;138.2;7;60.58;2.001417;10.8782;183.9842;6.294265;339.0808;398.71;16431.5
2019-11-04;13:16:13;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.2088;0.4387669;-1.145106;15980.81;-115.8096;326.4485;749.57;97.322;294;428;21.98;21.95;20.61;21.96;123.3;0.5;138.3;7;60.55;1.994311;10.8885;183.1575;6.230019;339.2902;398.62;16423.1
2019-11-04;13:16:23;MP_005;0001;1.69;AFF1FF512FF-------------------;;400.114;0.4387669;-1.14488;15985.95;-115.8096;323.9061;749.60;97.330;294;427;21.97;21.95;20.56;21.97;123.0;0.8;138.2;7;60.60;1.982931;10.88357;182.1949;6.234013;338.8926;398.53;16425.7
2019-11-04;13:16:33;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9705;0.4387669;-1.205868;15991.21;-115.8096;322.3131;749.57;97.328;294;427;21.97;21.93;20.56;21.96;123.3;0.3;138.5;7;60.61;1.975676;10.84648;182.149;6.50752;336.381;398.33;16429.3
2019-11-04;13:16:43;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.9085;0.4387669;-1.155842;15990.84;-115.8096;320.1422;749.69;97.324;294;427;21.97;21.92;20.58;21.96;123.0;0.3;138.2;7;60.60;1.966196;10.83325;181.4964;6.290586;338.0191;398.31;16426.8
2019-11-04;13:16:53;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.7388;0.4387669;-1.136653;15992.11;-115.8096;320.582;749.53;97.322;294;428;21.95;21.91;20.62;21.96;123.2;0.8;138.2;7;60.68;1.967763;10.81514;181.9452;6.203642;338.7534;398.16;16428.5
2019-11-04;13:17:03;MP_005;0001;1.69;AFF1FF512FF-------------------;;399.7849;0.4387669;-1.156944;15996.08;-115.8096;321.1637;749.53;97.326;294;428;21.96;21.94;20.67;21.96;123.3;0.7;138.4;7;60.66;1.970395;10.86024;181.432;6.292528;337.8502;398.19;16433.1
